"PROVINCIA,C,50","CANTON,C,50","PARROQUIA,C,100","DISTRITO,C,250","CIRCUITO,C,250","NOMBRE,C,100","NIVEL,C,50","TIPOLOGIA,C,50","INSTITUCIO,C,50","X,N,19,11","Y,N,19,11"
LOS RIOS,MOCACHE,MOCACHE,QUEVEDO-MOCACHE,MOCACHE,AGUAS FRIAS,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-79.47399555610,-1.29794146435
IMBABURA,COTACACHI,GARC═A MORENO  (LLURIMAGUA),COTACACHI,GARCIA MORENO (LLURIMAGUA),GARCIA MORENO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.62857441170,0.23329174708
IMBABURA,COTACACHI,GARC═A MORENO  (LLURIMAGUA),COTACACHI,GARCIA MORENO (LLURIMAGUA),CHALGUAYACU,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.67286300000,0.26206599999
IMBABURA,COTACACHI,GARC═A MORENO  (LLURIMAGUA),COTACACHI,GARCIA MORENO (LLURIMAGUA),LA MAGDALENA,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-78.78387434380,0.24407544263
MANABI,PORTOVIEJO,ALHAJUELA (BAJO GRANDE),PORTOVIEJO,CHIRIJOS-ALHAJUELA (BAJO GRANDE),ALAJUELA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-80.28054503250,-1.05346584162
MANABI,PORTOVIEJO,CRUCITA,PORTOVIEJO,CRUCITA,DISPENSARIO LAS GILCES,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-80.52004692340,-0.82282168271
MANABI,PORTOVIEJO,CRUCITA,PORTOVIEJO,CRUCITA,CRUCITA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-80.54062985870,-0.87689991697
MANABI,MONTECRISTI,LA PILA,MANTA-MONTECRISTI-JARAMIJO,LA PILA,DISPENSARIO LA PILA,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-80.58416708580,-1.10656224131
MANABI,PORTOVIEJO,CRUCITA,PORTOVIEJO,CRUCITA,LOS ARENALES,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-80.53408050710,-0.85615434981
MANABI,PORTOVIEJO,PUEBLO NUEVO,PORTOVIEJO,RIOCHICO (RIO CHICO)-PUEBLO NUEVO,PUEBLO NUEVO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-80.30802582410,-0.98421117462
MANABI,PORTOVIEJO,RIOCHICO (R═O CHICO),PORTOVIEJO,RIOCHICO (RIO CHICO)-PUEBLO NUEVO,DISPENSARIO PLAYA PRIETA,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-80.37795115750,-1.00624141828
MANABI,PORTOVIEJO,RIOCHICO (R═O CHICO),PORTOVIEJO,RIOCHICO (RIO CHICO)-PUEBLO NUEVO,RIOCHICO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-80.41758174610,-0.99426516108
MANABI,PORTOVIEJO,RIOCHICO (R═O CHICO),PORTOVIEJO,RIOCHICO (RIO CHICO)-PUEBLO NUEVO,EL RODEO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-80.38697398370,-1.02093849246
MANABI,PORTOVIEJO,RIOCHICO (R═O CHICO),PORTOVIEJO,RIOCHICO (RIO CHICO)-PUEBLO NUEVO,LA BALSITA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-80.39476105330,-1.00062091489
MANABI,PORTOVIEJO,RIOCHICO (R═O CHICO),PORTOVIEJO,RIOCHICO (RIO CHICO)-PUEBLO NUEVO,LA ENCANTADA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-80.33870661570,-0.99586051706
MANABI,PORTOVIEJO,SAN PL┴CIDO,PORTOVIEJO,SAN PLACIDO,PALMAS JUNTAS,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-80.13716562440,-1.06625678476
MANABI,PORTOVIEJO,SAN PL┴CIDO,PORTOVIEJO,SAN PLACIDO,SAN PLACIDO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-80.24463823030,-1.06054069204
MANABI,PORTOVIEJO,SAN PL┴CIDO,PORTOVIEJO,SAN PLACIDO,KM 90,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-80.07170588990,-1.02564781817
MANABI,PORTOVIEJO,SAN PL┴CIDO,PORTOVIEJO,SAN PLACIDO,DISPENSARIO TABLADAS DE ALHAJU,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-80.26459580170,-1.09329641258
MANABI,PORTOVIEJO,CHIRIJOS,PORTOVIEJO,CHIRIJOS-ALHAJUELA (BAJO GRANDE),CAÐALES,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-80.21144833330,-1.02122565837
MANABI,PORTOVIEJO,CHIRIJOS,PORTOVIEJO,CHIRIJOS-ALHAJUELA (BAJO GRANDE),CHIRIJO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-80.24037612510,-1.03163612752
MANABI,BOL═VAR,CALCETA,BOLIVAR-JUNIN,CALCETA,DISPENSARIO LA MAJAGUA,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-79.95700859240,-0.93472266657
LOJA,CELICA,POZUL (SAN JUAN DE POZUL),CELICA-PINDAL-PUYANGO,POZUL (SAN JUAN DE POZUL)-SABANILLA-TNTE. MAXIMILIANO RODRIGUEZ LOAIZA-CRUZPAMBA (CAB EN CARLOS BUSTAMANTE),DISPENSARIO YURIPILACA,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-80.07102331820,-4.13983503811
MANABI,BOL═VAR,CALCETA,BOLIVAR-JUNIN,CALCETA,ANIBAL GONZALES CALCETA,SEGUNDO NIVEL,HOSPITAL BASICO|HB,MSP,-80.16211383340,-0.84603118422
MANABI,BOL═VAR,CALCETA,BOLIVAR-JUNIN,CALCETA,INES MORENO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-80.16900678700,-0.84552608158
MANABI,BOL═VAR,CALCETA,BOLIVAR-JUNIN,CALCETA,C.A.A. CALCETA,PRIMER NIVEL,CENTRO DE SALUD|CS,IESS,-80.16220244880,-0.84555120571
MANABI,BOL═VAR,CALCETA,BOLIVAR-JUNIN,CALCETA,DISPENSARIO CASAS VIEJAS,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-80.21626515290,-0.85966049130
LOJA,CELICA,CRUZPAMBA (CAB. EN CARLOS BUSTAMANTE),CELICA-PINDAL-PUYANGO,POZUL (SAN JUAN DE POZUL)-SABANILLA-TNTE. MAXIMILIANO RODRIGUEZ LOAIZA-CRUZPAMBA (CAB EN CARLOS BUSTAMANTE),DISPENSARIO ZAPALLAL,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-80.02013493890,-4.17041010204
MANABI,BOL═VAR,CALCETA,BOLIVAR-JUNIN,CALCETA,SAN BARTOLO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-80.15732358040,-0.84749564205
MANABI,BOL═VAR,CALCETA,BOLIVAR-JUNIN,CALCETA,MATA PALO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-80.13383891060,-0.89718149151
MANABI,BOL═VAR,CALCETA,BOLIVAR-JUNIN,CALCETA,SAN PABLO,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-80.04346043300,-0.99303760129
MANABI,BOL═VAR,CALCETA,BOLIVAR-JUNIN,CALCETA,CAÐA TIGRE,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-80.00472806310,-0.96032511245
MANABI,BOL═VAR,CALCETA,BOLIVAR-JUNIN,CALCETA,DISPENSARIO EL PROGRESO 1,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-80.01446661520,-1.04370140716
MANABI,BOL═VAR,MEMBRILLO,BOLIVAR-JUNIN,MEMBRILLO,MEMBRILLO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-79.92699167490,-0.84784536331
MANABI,BOL═VAR,MEMBRILLO,BOLIVAR-JUNIN,MEMBRILLO,DISPENSARIO DOS BOCAS,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-79.96522438450,-0.85942748664
MANABI,BOL═VAR,QUIROGA,BOLIVAR-JUNIN,QUIROGA,QUIROGA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-80.09782322430,-0.88373917844
MANABI,CHONE,CHONE,CHONE-FLAVIO ALFARO,CHONE,SANTA RITA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-80.08026772380,-0.70054180309
MANABI,CHONE,CHONE,CHONE-FLAVIO ALFARO,CHONE,DISPENSARIO SAN PABLO 1,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-80.12377555190,-0.72411829095
MANABI,CHONE,CHONE,CHONE-FLAVIO ALFARO,CHONE,DISPENSARIO EL CEIBO,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-79.80563862140,-0.59840687133
MANABI,MONTECRISTI,MONTECRISTI,MANTA-MONTECRISTI-JARAMIJO,MONTECRISTI,SAN PEDRO,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-80.53433737900,-1.08125246400
MANABI,CHONE,CHONE,CHONE-FLAVIO ALFARO,CHONE,DISPENSARIO PLATANALES,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-80.00777062360,-0.74119496515
MANABI,CHONE,CHONE,CHONE-FLAVIO ALFARO,CHONE,DISPENSARIO PUEBLITO DE R═O GR,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-80.01661980450,-0.68404005367
MANABI,CHONE,CHONE,CHONE-FLAVIO ALFARO,CHONE,CHONE,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-80.09315495030,-0.69573177465
MANABI,CHONE,CHONE,CHONE-FLAVIO ALFARO,CHONE,HOSPITAL DE CHONE NIVEL I,SEGUNDO NIVEL,HOSPITAL BASICO|HB,IESS,-80.09637318620,-0.68996331882
MANABI,CHONE,CHONE,CHONE-FLAVIO ALFARO,CHONE,NAPOLEON DAVILA CORDOVA,SEGUNDO NIVEL,HOSPITAL GENERAL|HG,MSP,-80.09680134730,-0.70633458854
CAÐAR,CAÐAR,CHONTAMARCA,CAÐAR-EL TAMBO-SUSCAL,GENERAL MORALES (SOCARTE)-VENTURA-CHONTAMARCA-DUCUR,CHONTAMARCA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-79.09328984150,-2.44180679136
MANABI,CHONE,CHONE,CHONE-FLAVIO ALFARO,CHONE,SANTA MARTHA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-80.10462056930,-0.70040181222
MANABI,CHONE,CHONE,CHONE-FLAVIO ALFARO,CHONE,NAUSE,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-79.85050323470,-0.63678349731
MANABI,CHONE,BOYAC┴,CHONE-FLAVIO ALFARO,BOYACA,DISPENSARIO RANCHO VIEJO,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-80.09275993140,-0.58734314443
MANABI,CHONE,CANUTO,CHONE-FLAVIO ALFARO,CANUTO,DISPENSARIO TRANQUIPIEDRA,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-80.04556314180,-0.80867018860
MANABI,JIPIJAPA,JIPIJAPA,JIPIJAPA-PUERTO LOPEZ,JIPIJAPA,DISPENSARIO MALDONADO,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-80.52040997290,-1.34520495778
MANABI,CHONE,CANUTO,CHONE-FLAVIO ALFARO,CANUTO,CANUTO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-80.13094858000,-0.80139914409
MANABI,CHONE,CANUTO,CHONE-FLAVIO ALFARO,CANUTO,DISPENSARIO LA CHORRERA,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-80.08958320850,-0.83791164740
MANABI,CHONE,CANUTO,CHONE-FLAVIO ALFARO,CANUTO,DISPENSARIO BEJUQUILLO,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-80.07716152330,-0.78990826514
MANABI,CHONE,CONVENTO,CHONE-FLAVIO ALFARO,CONVENTO,DISPENSARIO SAN JACINTO 2,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-80.07110141240,-0.33352842571
MANABI,CHONE,CONVENTO,CHONE-FLAVIO ALFARO,CONVENTO,CONVENTO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-80.03226117450,-0.27773071660
MANABI,CHONE,CHONE,CHONE-FLAVIO ALFARO,CHONE,DISPENSARIO TABLADA DE S┴NCHEZ,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-79.94986755490,-0.67358211057
MANABI,CHONE,CONVENTO,CHONE-FLAVIO ALFARO,CONVENTO,DISPENSARIO EL ED╔N,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-79.99676263250,-0.17397267253
MANABI,CHONE,CHIBUNGA,CHONE-FLAVIO ALFARO,CHIBUNGA,DISPENSARIO CHIBUNGA,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-79.81831119440,-0.09829564088
MANABI,CHONE,CHIBUNGA,CHONE-FLAVIO ALFARO,CHIBUNGA,DISPENSARIO PUEBLO SECO,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-79.82708986400,-0.03222683363
MANABI,CHONE,CHIBUNGA,CHONE-FLAVIO ALFARO,CHIBUNGA,CHIBUNGA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-79.81785805630,-0.09965289659
MANABI,CHONE,ELOY ALFARO,CHONE-FLAVIO ALFARO,ELOY ALFARO,CUCUY,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-80.14539212480,-0.45734467344
MANABI,JIPIJAPA,EL ANEGADO (CAB. EN ELOY ALFARO),JIPIJAPA-PUERTO LOPEZ,EL ANEGADO (CAB EN ELOY ALFARO)-JULCUY,DISPENSARIO SUCRE,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-80.49902747940,-1.47573229190
MANABI,CHONE,ELOY ALFARO,CHONE-FLAVIO ALFARO,ELOY ALFARO,ELOY ALFARO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-80.07955895660,-0.39989353095
MANABI,CHONE,RICAURTE,CHONE-FLAVIO ALFARO,RICAURTE,DISPENSARIO R═O SANTO,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-80.01349145870,-0.59651995286
MANABI,CHONE,RICAURTE,CHONE-FLAVIO ALFARO,RICAURTE,PAVON,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-80.04002826820,-0.54780059623
MANABI,CHONE,RICAURTE,CHONE-FLAVIO ALFARO,RICAURTE,RICAURTE,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-80.04083109290,-0.58375869020
LOJA,MACAR┴,MACAR┴,MACARA-SOZORANGA,MACARA,DISPENSARIO ALGODONAL,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-80.05039912830,-4.27989350865
MANABI,CHONE,RICAURTE,CHONE-FLAVIO ALFARO,RICAURTE,SESME,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-80.03736658730,-0.50115888317
MANABI,CHONE,SAN ANTONIO,CHONE-FLAVIO ALFARO,SAN ANTONIO,SAN ANTONIO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-80.16863899490,-0.70377892302
MANABI,CHONE,SAN ANTONIO,CHONE-FLAVIO ALFARO,SAN ANTONIO,DISPENSARIO BRAVOS CHICO,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-80.15324815040,-0.64805501523
MORONA SANTIAGO,GUALAQUIZA,NUEVA TARQUI,GUALAQUIZA-SAN JUAN BOSCO,AMAZONAS (ROSARIO DE CUYES)-NUEVA TARQUI- EL IDEAL,NUEVA TARQUI,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.66175286570,-3.45754411843
MANABI,SANTA ANA,SANTA ANA DE VUELTA LARGA,SANTA ANA-24 DE MAYO-OLMEDO,SANTA ANA DE VUELTA LARGA,DISPENSARIO TAINA,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-80.27766063330,-1.22195056193
MORONA SANTIAGO,GUALAQUIZA,EL IDEAL,GUALAQUIZA-SAN JUAN BOSCO,AMAZONAS (ROSARIO DE CUYES)-NUEVA TARQUI- EL IDEAL,EL IDEAL,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.62158160270,-3.42401690619
MORONA SANTIAGO,LIMËN INDANZA,INDANZA,LIMON INDANZA-SANTIAGO-TIWINTZA,SAN MIGUEL DE CONCHAY-INDANZA,DISPENSARIO INDANZA,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-78.47671963090,-3.05851257551
MANABI,SANTA ANA,LA UNIËN,SANTA ANA-24 DE MAYO-OLMEDO,LA UNION,DISPENSARIO LA UNIËN 2,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-80.15480019060,-1.20770817782
MORONA SANTIAGO,LIMËN INDANZA,GENERAL LEONIDAS PLAZA GUTI╔RREZ (LIMËN),LIMON INDANZA-SANTIAGO-TIWINTZA,SAN ANTONIO (CAB EN SAN ANTONIO CENTRO)-GRAL. LEONIDAS PLAZA GUTIERREZ,LIMON INDANZA (GENERAL PLAZA),SEGUNDO NIVEL,HOSPITAL BASICO|HB,MSP,-78.43101693420,-2.96579664373
MORONA SANTIAGO,LIMËN INDANZA,INDANZA,LIMON INDANZA-SANTIAGO-TIWINTZA,SAN MIGUEL DE CONCHAY-INDANZA,INDANZA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.47726697470,-3.05674741450
MORONA SANTIAGO,LIMËN INDANZA,SAN ANTONIO (CAB. EN SAN ANTONIO CENTRO,LIMON INDANZA-SANTIAGO-TIWINTZA,SAN ANTONIO (CAB EN SAN ANTONIO CENTRO)-GRAL. LEONIDAS PLAZA GUTIERREZ,NUMPATKAIME,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-78.24728532510,-3.17154069443
MORONA SANTIAGO,LIMËN INDANZA,SAN ANTONIO (CAB. EN SAN ANTONIO CENTRO,LIMON INDANZA-SANTIAGO-TIWINTZA,SAN ANTONIO (CAB EN SAN ANTONIO CENTRO)-GRAL. LEONIDAS PLAZA GUTIERREZ,WARINTZA,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-78.27433625090,-3.17513702102
MORONA SANTIAGO,LIMËN INDANZA,SAN ANTONIO (CAB. EN SAN ANTONIO CENTRO,LIMON INDANZA-SANTIAGO-TIWINTZA,SAN ANTONIO (CAB EN SAN ANTONIO CENTRO)-GRAL. LEONIDAS PLAZA GUTIERREZ,SAN ANTONIO,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-78.37922148070,-3.04036118362
MORONA SANTIAGO,LIMËN INDANZA,SAN MIGUEL DE CONCHAY,LIMON INDANZA-SANTIAGO-TIWINTZA,SAN MIGUEL DE CONCHAY-INDANZA,SAN MIGUEL DE CONCHAY,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.44685693120,-3.12596093163
MORONA SANTIAGO,LIMËN INDANZA,SANTA SUSANA DE CHIVIAZA (CAB. EN CHIVIAZA),LIMON INDANZA-SANTIAGO-TIWINTZA,YUNGANZA (CAB EN EL ROSARIO)-STA SUSANA DE CHIVIAZA (CAB EN CHIVIAZA),PUPUNAS,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-78.35484264070,-2.87283803136
MORONA SANTIAGO,LIMËN INDANZA,SANTA SUSANA DE CHIVIAZA (CAB. EN CHIVIAZA),LIMON INDANZA-SANTIAGO-TIWINTZA,YUNGANZA (CAB EN EL ROSARIO)-STA SUSANA DE CHIVIAZA (CAB EN CHIVIAZA),CHIVIAZA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.36613072160,-2.91622622479
MORONA SANTIAGO,LIMËN INDANZA,YUNGANZA (CAB. EN EL ROSARIO),LIMON INDANZA-SANTIAGO-TIWINTZA,YUNGANZA (CAB EN EL ROSARIO)-STA SUSANA DE CHIVIAZA (CAB EN CHIVIAZA),YUNGANZA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.37131080600,-2.86438095570
MORONA SANTIAGO,LIMËN INDANZA,YUNGANZA (CAB. EN EL ROSARIO),LIMON INDANZA-SANTIAGO-TIWINTZA,YUNGANZA (CAB EN EL ROSARIO)-STA SUSANA DE CHIVIAZA (CAB EN CHIVIAZA),DISPENSARIO EL ROSARIO 1,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-78.39758929720,-2.90840647396
MORONA SANTIAGO,PALORA,PALORA (METZERA),PALORA-HUAMBOYA-PABLO SEXTO,PALORA (METZERA)-CUMANDA (CAB EN COLONIA AGRICOLA SEVILLA-16 DE AGOSTO,CENTRO DE SALUD  HOSPITAL PALORA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-77.96392082810,-1.71045855298
MORONA SANTIAGO,PALORA,ARAPICOS,PALORA-HUAMBOYA-PABLO SEXTO,ARAPICOS-SANGAY (CAB EN NAYAMANACA),ARAPICOS,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-77.94786414730,-1.85977038880
MORONA SANTIAGO,PALORA,CUMAND┴ (CAB. EN COLONIA AGR═COLA SEVILLA DEL ORO),PALORA-HUAMBOYA-PABLO SEXTO,PALORA (METZERA)-CUMANDA (CAB EN COLONIA AGRICOLA SEVILLA-16 DE AGOSTO,CUMANDA,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-78.13667530960,-1.45990771149
MORONA SANTIAGO,PALORA,SANGAY (CAB. EN NAYAMANACA),PALORA-HUAMBOYA-PABLO SEXTO,ARAPICOS-SANGAY (CAB EN NAYAMANACA),SANGAY,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-77.98265505080,-1.78545762877
MORONA SANTIAGO,PALORA,SANGAY (CAB. EN NAYAMANACA),PALORA-HUAMBOYA-PABLO SEXTO,ARAPICOS-SANGAY (CAB EN NAYAMANACA),CHUP,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-77.94537716650,-1.75780485821
MANABI,PICHINCHA,SAN SEBASTI┴N,PICHINCHA,SAN SEBASTIAN,DISPENSARIO AZUCENA ARRIBA,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-79.97188481170,-1.07124483317
MANABI,24 DE MAYO,BELLAVISTA,SANTA ANA-24 DE MAYO-OLMEDO,BELLAVISTA,DISPENSARIO ENTRADA LA BELLA,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-80.31992984930,-1.37686667950
MORONA SANTIAGO,PALORA,SANGAY (CAB. EN NAYAMANACA),PALORA-HUAMBOYA-PABLO SEXTO,ARAPICOS-SANGAY (CAB EN NAYAMANACA),DISPENSARIO CONSORCIO CAÐARI,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-78.03425319430,-1.74347833166
MORONA SANTIAGO,SANTIAGO,COPAL,LIMON INDANZA-SANTIAGO-TIWINTZA,SANTIAGO DE MENDEZ-COPAL-CHUPIANZA-SAN LUIS DE EL ACHO (CAB EN EL ACHO),COPAL,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.40820829110,-2.73380564864
MORONA SANTIAGO,SANTIAGO,PATUCA,LIMON INDANZA-SANTIAGO-TIWINTZA,TAYUZA-SAN FRANCISCO DE CHINIMBIMI-PATUCA,PATUCA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.26206925920,-2.75692077495
CHIMBORAZO,PALLATANGA,PALLATANGA,PALLATANGA-CUMANDA,PALLATANGA,DISPENSARIO TRIGOLOMA,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-78.97869989200,-1.93875996678
MORONA SANTIAGO,SANTIAGO,PATUCA,LIMON INDANZA-SANTIAGO-TIWINTZA,TAYUZA-SAN FRANCISCO DE CHINIMBIMI-PATUCA,PIANKAS,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-78.23924203740,-2.89789251135
MORONA SANTIAGO,SANTIAGO,SAN LUIS DE EL ACHO (CAB. EN EL ACHO),LIMON INDANZA-SANTIAGO-TIWINTZA,SANTIAGO DE MENDEZ-COPAL-CHUPIANZA-SAN LUIS DE EL ACHO (CAB EN EL ACHO),SAN LUIS DEL ACHO,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.28051545500,-2.77044634149
MORONA SANTIAGO,SANTIAGO,SAN LUIS DE EL ACHO (CAB. EN EL ACHO),LIMON INDANZA-SANTIAGO-TIWINTZA,SANTIAGO DE MENDEZ-COPAL-CHUPIANZA-SAN LUIS DE EL ACHO (CAB EN EL ACHO),DISPENSARIO CAMBANACA,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-78.33404161590,-2.77832497872
MORONA SANTIAGO,SANTIAGO,TAYUZA,LIMON INDANZA-SANTIAGO-TIWINTZA,TAYUZA-SAN FRANCISCO DE CHINIMBIMI-PATUCA,TAYUZA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.23771491110,-2.69804513895
CAÐAR,CAÐAR,CHONTAMARCA,CAÐAR-EL TAMBO-SUSCAL,GENERAL MORALES (SOCARTE)-VENTURA-CHONTAMARCA-DUCUR,CIMIENTOS,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-79.12653876020,-2.38632503912
MORONA SANTIAGO,SANTIAGO,SAN FRANCISCO DE CHINIMBIMI,LIMON INDANZA-SANTIAGO-TIWINTZA,TAYUZA-SAN FRANCISCO DE CHINIMBIMI-PATUCA,CHINIMBIMI,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.21295060420,-2.67766548927
MORONA SANTIAGO,SUC┌A,SUC┌A,LOGROÐO-SUCUA,SUCUA-ASUNCION-SANTA MARIANITA DE JESUS,PIO XII (SUCUA),SEGUNDO NIVEL,HOSPITAL BASICO|HB,MSP,-78.17097271090,-2.46424509918
MORONA SANTIAGO,SUC┌A,SUC┌A,LOGROÐO-SUCUA,SUCUA-ASUNCION-SANTA MARIANITA DE JESUS,YUKUTEIS,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-78.13811935330,-2.50973311624
MANABI,MONTECRISTI,MONTECRISTI,MANTA-MONTECRISTI-JARAMIJO,MONTECRISTI,DISPENSARIO BAJO DEL PECHICHE,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-80.67903080140,-1.08227892700
MORONA SANTIAGO,SUC┌A,SUC┌A,LOGROÐO-SUCUA,SUCUA-ASUNCION-SANTA MARIANITA DE JESUS,CENTRO DE SALUD FEDERACION SHUAR,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.17122591770,-2.45920350283
MORONA SANTIAGO,SUC┌A,SUC┌A,LOGROÐO-SUCUA,SUCUA-ASUNCION-SANTA MARIANITA DE JESUS,INNFA SUCUA,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.16898313600,-2.45768065825
MORONA SANTIAGO,SUC┌A,SUC┌A,LOGROÐO-SUCUA,SUCUA-ASUNCION-SANTA MARIANITA DE JESUS,U.A.A. SUC┌A,PRIMER NIVEL,CENTRO DE SALUD|CS,IESS,-78.16808507700,-2.46005692883
MORONA SANTIAGO,SUC┌A,HUAMBI,LOGROÐO-SUCUA,HUAMBI,HUAMBI,PRIMER NIVEL,CENTRO DE SALUD|CS,MSP,-78.16483011410,-2.53423411846
MANABI,JUN═N,JUN═N,BOLIVAR-JUNIN,JUNIN,DISPENSARIO BALSA TUMBADA,PRIMER NIVEL,PUESTO DE SALUD|PS,IESS,-80.24945615020,-0.94762228518
MORONA SANTIAGO,SUC┌A,HUAMBI,LOGROÐO-SUCUA,HUAMBI,KUMPAS,PRIMER NIVEL,PUESTO DE SALUD|PS,MSP,-78.14533932450,-2.56847315899
